               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  46,            0.051976,             0.52396,                   0,             0.92871,             0.83002,             0.89248,             0.56436,            0.049645,             0.49144,                   0,           0.0095095,           0.0095095,           0.0095095
